,,,Xxchdamxx,ObstacleTitan99,dragonixr,NelikkTtv,JackyTunnaing,NeliKkTv,Bloodyraiis
stats,minecraft:dropped,minecraft:golden_boots,0.0,2.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:gravel,14.0,0.0,0.0,0.0,1.0,0.0,158.0
stats,minecraft:dropped,minecraft:gunpowder,0.0,4.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:iron_axe,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:iron_pickaxe,1.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:jungle_fence_gate,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:jungle_sapling,2.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:jungle_trapdoor,0.0,0.0,10.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:ladder,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:lantern,1.0,0.0,1.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:lapis_lazuli,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:lead,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:light,1.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:light_gray_carpet,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:lilac,0.0,0.0,0.0,0.0,0.0,0.0,1024.0
stats,minecraft:dropped,minecraft:magma_block,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:mangrove_roots,5.0,0.0,5.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:minecart,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:moss_block,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:moss_carpet,0.0,0.0,0.0,0.0,0.0,0.0,3.0
stats,minecraft:dropped,minecraft:mossy_cobblestone,0.0,0.0,0.0,0.0,1.0,0.0,26.0
stats,minecraft:dropped,minecraft:mossy_stone_brick_slab,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:mossy_stone_bricks,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:mud,1.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:mud_brick_wall,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:music_disc_13,0.0,2.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:dropped,minecraft:music_disc_cat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,minecraft:netherrack,38.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:oak_door,1.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:oak_log,1024.0,0.0,0.0,0.0,0.0,0.0,220.0
stats,minecraft:dropped,minecraft:oak_planks,2.0,0.0,0.0,0.0,14.0,0.0,0.0
stats,minecraft:dropped,minecraft:oak_sapling,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:dropped,minecraft:oak_stairs,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:oak_trapdoor,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:oak_wood,0.0,0.0,0.0,0.0,0.0,0.0,94.0
stats,minecraft:dropped,minecraft:painting,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,minecraft:poppy,0.0,0.0,0.0,13.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:pumpkin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:raw_copper,1.0,0.0,0.0,0.0,15.0,1.0,0.0
stats,minecraft:dropped,minecraft:red_carpet,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:repeater,0.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:dropped,minecraft:rotten_flesh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:saddle,1.0,0.0,2.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,minecraft:salmon,0.0,0.0,0.0,0.0,0.0,44.0,0.0
stats,minecraft:dropped,minecraft:short_grass,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,minecraft:soul_lantern,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:soul_torch,0.0,0.0,0.0,0.0,0.0,0.0,7.0
stats,minecraft:dropped,minecraft:spruce_button,0.0,0.0,0.0,0.0,0.0,2.0,0.0
stats,minecraft:dropped,minecraft:spruce_pressure_plate,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:spruce_sapling,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:spruce_slab,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,minecraft:spruce_trapdoor,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:stick,403.0,0.0,0.0,0.0,3.0,0.0,0.0
stats,minecraft:dropped,minecraft:stone_axe,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:stone_brick_stairs,0.0,0.0,0.0,0.0,0.0,0.0,3.0
stats,minecraft:dropped,minecraft:stone_brick_wall,64.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:stone_bricks,16.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:stone_pickaxe,2.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:dropped,minecraft:stone_shovel,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:stripped_oak_log,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:tripwire_hook,7.0,1.0,0.0,0.0,3.0,8.0,0.0
stats,minecraft:dropped,minecraft:tuff,308.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:tuff_bricks,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,minecraft:waxed_weathered_cut_copper_stairs,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:wheat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,minecraft:wheat_seeds,4.0,1.0,5.0,0.0,8.0,0.0,28.0
stats,minecraft:dropped,minecraft:white_concrete,0.0,0.0,0.0,0.0,7.0,0.0,0.0
stats,minecraft:dropped,minecraft:wooden_axe,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,minecraft:wooden_pickaxe,1.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,minecraft:writable_book,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,myths_and_legends:dark_stone,1.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,numismatic-overhaul:bronze_coin,10.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,numismatic-overhaul:gold_coin,47.0,0.0,0.0,0.0,0.0,99.0,0.0
stats,minecraft:dropped,numismatic-overhaul:silver_coin,20.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,rechiseled:dark_oak_planks_tiles_connecting,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,rechiseled:glowstone_brick_pattern,64.0,0.0,0.0,0.0,0.0,64.0,0.0
stats,minecraft:dropped,rechiseled:quartz_block_chiseled_pillar_connecting,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:blackwood_sapling,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,regions_unexplored:clover,0.0,0.0,0.0,12.0,0.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:daisy,3.0,0.0,0.0,0.0,5.0,0.0,5.0
stats,minecraft:dropped,regions_unexplored:fireweed,5.0,1.0,0.0,0.0,8.0,0.0,7.0
stats,minecraft:dropped,regions_unexplored:hyssop,6.0,1.0,0.0,0.0,12.0,0.0,11.0
stats,minecraft:dropped,regions_unexplored:maple_leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,regions_unexplored:maple_planks,57.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:maple_shrub,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:dropped,regions_unexplored:mauve_planks,0.0,0.0,0.0,0.0,3.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:pink_bioshroom,0.0,0.0,0.0,4.0,0.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:pink_lupine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:purple_lupine,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:dropped,regions_unexplored:small_oak_leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,regions_unexplored:spruce_shrub,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,simpletms:tm_blank,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,simpletms:tm_falseswipe,1.0,0.0,1.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,sophisticatedbackpacks:backpack,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,sophisticatedbackpacks:diamond_backpack,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,sophisticatedbackpacks:netherite_backpack,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,sophisticatedstorage:stack_upgrade_tier_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:dropped,stoneworks:andesite_bricks,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:dropped,stoneworks:calcite_brick_stairs,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,stoneworks:stone_plates,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:dropped,stoneworks:stone_tiles,0.0,0.0,0.0,0.0,3.0,0.0,0.0
stats,minecraft:dropped,waystones:waystone,5.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:dropped,zipline:zipline,66.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,cobblemon:pokemon,1.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:axolotl,102.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:camel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:cow,9.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:goat,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:horse,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:husk,0.0,0.0,4.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:pig,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:player,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:killed,minecraft:villager,7.0,0.0,0.0,0.0,0.0,5.0,1.0
stats,minecraft:killed_by,minecraft:player,1.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:killed_by,minecraft:warden,0.0,0.0,1.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,academy:lunar_forecast_hologram,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,amendments:wall_lantern,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,another_furniture:dark_oak_shelf,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,another_furniture:spruce_bench,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,arts_and_crafts:marlot_pietraforte,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,arts_and_crafts:soapstone,4.0,0.0,0.0,0.0,0.0,0.0,66.0
stats,minecraft:mined,arts_and_crafts:verdant_pietraforte,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,beautify:bookstack,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,biomeswevegone:cattail,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,biomeswevegone:cyan_amaranth,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,biomeswevegone:hydrangea_bush,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,cobblefurnies:dark_freezer,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,cobblefurnies:light_freezer,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cobblemon:big_root,2.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:mined,cobblemon:dawn_stone_ore,1.0,0.0,0.0,0.0,2.0,0.0,1.0
stats,minecraft:mined,cobblemon:fossil_analyzer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:gilded_chest,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cobblemon:healing_machine,1.0,0.0,1.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:medicinal_leek,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:monitor,3.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:moon_stone_ore,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cobblemon:pc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:persim_berry,0.0,0.0,0.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,cobblemon:razz_berry,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cobblemon:relic_coin_pouch,27.0,0.0,6.0,0.0,0.0,0.0,12.0
stats,minecraft:mined,cobblemon:restoration_tank,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,cobblemon:rindo_berry,0.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:mined,cobblemon:sun_stone_ore,2.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cobblemon:thunder_stone_ore,1.0,0.0,2.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,cobblemon:wepear_berry,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,cozyhome:dark_oak_drawer,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,display:display_stand_down,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,elevatorid:elevator_white,1.0,0.0,0.0,0.0,0.0,2.0,0.0
stats,minecraft:mined,glassential:glass_glowstone_lamp_tinted,0.0,0.0,0.0,0.0,0.0,2.0,0.0
stats,minecraft:mined,hotkettles:kettle,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:acacia_wood,0.0,0.0,96.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:amethyst_block,0.0,0.0,0.0,0.0,0.0,0.0,16.0
stats,minecraft:mined,minecraft:amethyst_cluster,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:andesite,3490.0,2.0,0.0,0.0,284.0,0.0,993.0
stats,minecraft:mined,minecraft:anvil,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:attached_pumpkin_stem,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:azalea,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:azalea_leaves,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:bamboo,0.0,0.0,5.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:barrel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:basalt,6.0,0.0,0.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,minecraft:beehive,7.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:bell,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:birch_fence,24.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:birch_leaves,6.0,0.0,0.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minecraft:birch_log,567.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:birch_wood,0.0,0.0,0.0,0.0,3.0,0.0,12.0
stats,minecraft:mined,minecraft:blackstone_slab,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:blast_furnace,9.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:bone_block,0.0,0.0,5.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:bookshelf,57.0,0.0,31.0,0.0,0.0,0.0,27.0
stats,minecraft:mined,minecraft:brewing_stand,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:budding_amethyst,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:calcite,0.0,0.0,0.0,0.0,0.0,0.0,23.0
stats,minecraft:mined,minecraft:campfire,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:candle,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:chain,0.0,1.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:chest,5.0,0.0,0.0,0.0,0.0,0.0,24.0
stats,minecraft:mined,minecraft:chiseled_stone_bricks,1.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:clay,2.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:coal_block,57.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:coal_ore,146.0,0.0,23.0,0.0,62.0,0.0,123.0
stats,minecraft:mined,minecraft:coarse_dirt,171.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:cobbled_deepslate,0.0,0.0,0.0,0.0,2.0,0.0,28.0
stats,minecraft:mined,minecraft:cobblestone,22.0,1.0,1.0,0.0,11.0,0.0,32.0
stats,minecraft:mined,minecraft:cobblestone_wall,3.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:cobweb,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:comparator,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:composter,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:copper_ore,5.0,0.0,4.0,0.0,10.0,0.0,77.0
stats,minecraft:mined,minecraft:cracked_deepslate_bricks,0.0,0.0,0.0,0.0,0.0,0.0,26.0
stats,minecraft:mined,minecraft:cracked_deepslate_tiles,0.0,0.0,0.0,0.0,0.0,0.0,9.0
stats,minecraft:mined,minecraft:cracked_stone_bricks,10.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:cyan_bed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:damaged_anvil,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:dandelion,60.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:dark_oak_fence,4.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:dark_oak_log,2.0,0.0,0.0,0.0,7.0,0.0,0.0
stats,minecraft:mined,minecraft:dark_oak_planks,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:dark_oak_slab,0.0,0.0,0.0,0.0,0.0,0.0,5.0
stats,minecraft:mined,minecraft:dark_oak_stairs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:decorated_pot,3.0,0.0,15.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:deepslate,40412.0,0.0,14.0,0.0,43.0,654.0,1601.0
stats,minecraft:mined,minecraft:deepslate_brick_wall,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:deepslate_bricks,0.0,0.0,0.0,0.0,0.0,0.0,53.0
stats,minecraft:mined,minecraft:deepslate_diamond_ore,234.0,0.0,0.0,0.0,23.0,3.0,13.0
stats,minecraft:mined,minecraft:deepslate_gold_ore,138.0,0.0,0.0,0.0,19.0,0.0,29.0
stats,minecraft:mined,minecraft:deepslate_iron_ore,39.0,0.0,4.0,0.0,12.0,0.0,2.0
stats,minecraft:mined,minecraft:deepslate_lapis_ore,29.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:deepslate_redstone_ore,205.0,0.0,9.0,0.0,9.0,1.0,7.0
stats,minecraft:mined,minecraft:deepslate_tile_stairs,0.0,0.0,0.0,0.0,8.0,0.0,0.0
stats,minecraft:mined,minecraft:deepslate_tile_wall,0.0,0.0,0.0,0.0,7.0,0.0,0.0
stats,minecraft:mined,minecraft:deepslate_tiles,5.0,0.0,0.0,0.0,455.0,0.0,104.0
stats,minecraft:mined,minecraft:diamond_block,5.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:diamond_ore,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:dirt,3823.0,3.0,10.0,0.0,746.0,0.0,218.0
stats,minecraft:mined,minecraft:dirt_path,194.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:dispenser,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:dried_kelp_block,24.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:dripstone_block,28.0,0.0,0.0,0.0,0.0,0.0,66.0
stats,minecraft:mined,minecraft:emerald_block,1.0,0.0,4.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:emerald_ore,4.0,0.0,1.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,minecraft:enchanting_table,2.0,0.0,0.0,0.0,1.0,0.0,2.0
stats,minecraft:mined,minecraft:farmland,10.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:fern,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:fire,7.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:fletching_table,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:flower_pot,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:furnace,13.0,0.0,0.0,0.0,2.0,0.0,5.0
stats,minecraft:mined,minecraft:glass,3.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:glass_pane,2.0,0.0,0.0,0.0,14.0,0.0,22.0
stats,minecraft:mined,minecraft:glow_lichen,0.0,0.0,1.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:glowstone,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:gold_block,20.0,0.0,11.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:gold_ore,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:granite,19.0,0.0,0.0,0.0,0.0,0.0,71.0
stats,minecraft:mined,minecraft:grass_block,1996.0,0.0,12.0,0.0,337.0,0.0,92.0
stats,minecraft:mined,minecraft:gravel,838.0,0.0,0.0,0.0,20.0,0.0,307.0
stats,minecraft:mined,minecraft:gray_candle,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:gray_carpet,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:gray_stained_glass_pane,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:gray_wool,1.0,0.0,0.0,0.0,0.0,0.0,9.0
stats,minecraft:mined,minecraft:green_bed,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:green_concrete,0.0,0.0,2.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minecraft:green_wool,1.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:grindstone,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:hay_block,65.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:hopper,5.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:infested_deepslate,0.0,0.0,0.0,0.0,0.0,0.0,15.0
stats,minecraft:mined,minecraft:iron_bars,1.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:iron_block,14.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:iron_ore,81.0,0.0,72.0,0.0,10.0,0.0,39.0
stats,minecraft:mined,minecraft:jungle_fence_gate,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:jungle_leaves,0.0,0.0,13.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:jungle_log,0.0,0.0,145.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:jungle_planks,0.0,0.0,8.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:jungle_wood,0.0,0.0,125.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:ladder,3.0,0.0,7.0,0.0,0.0,0.0,5.0
stats,minecraft:mined,minecraft:lantern,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:lapis_ore,6.0,0.0,3.0,0.0,0.0,0.0,8.0
stats,minecraft:mined,minecraft:large_amethyst_bud,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:large_fern,16.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:lectern,11.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:light_blue_terracotta,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:light_gray_stained_glass_pane,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:light_gray_terracotta,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:lime_wool,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:lodestone,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:loom,1.0,0.0,1.0,0.0,0.0,0.0,0.0
